V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
-10.36304947,4.543672013,-9.795897736,5.508003334,-6.037155994,-0.133492972,-11.72434612,-3.198345572,-4.767842224,-9.332128069,5.224124004,-7.743122345,-1.5603432,-7.140418033,1.185977826,-6.598704066,-12.120539,-3.904091533,2.513430401,0.92439618,-2.457144873,1.687256642,0.977178354,-0.543368977,-0.289124787,-0.107586425,0.330641898,0.16357715,1
-5.622469419,3.480623179,-6.200676594,4.311233668,-5.226286324,-1.341763573,-5.220940942,2.682843537,-2.921484382,-6.561257411,3.211263878,-6.861660514,0.326461835,-7.755253664,0.504652193,-6.276616786,-10.6117147,-4.146773745,2.197287713,-0.156288523,0.949568986,-0.42898575,-0.3506755,0.197549504,0.15923423,-0.377790861,-0.213561786,0.459528918,219.8
1.102804325,2.829167999,-3.932870265,4.70769144,2.937966855,-1.800903718,1.672734122,-0.300240349,-2.783011088,-1.88484244,3.79256536,-1.460471123,-1.312776276,-7.077360606,-0.299466317,2.493227604,6.244987102,2.971749364,-2.679950242,-0.030879972,-0.106994396,-0.250050304,-0.521626533,-0.448949514,1.291646482,0.516326674,0.009146281,0.153317636,0.68
0.911697414,-2.485398915,1.343189936,-0.822036755,-2.420692134,1.350741371,-1.988964278,0.5454119,-0.295714554,1.057702011,-0.061163482,-0.09124108,-0.630330342,-1.271786665,-2.277574291,-1.057236519,1.267974863,0.198004649,0.35167486,0.007524244,-0.067967578,0.153304874,-0.231895253,-0.273377362,0.230729498,-0.015020343,0.082967771,0.05207129,229.42
-1.1075351,0.298636634,0.222936713,-2.118815176,-1.496681053,-0.694509317,-0.902372362,1.053996255,-0.63119087,0.087456439,0.238458467,-0.50832457,-1.332819234,0.349002333,-1.130726264,1.879183394,0.017181695,-0.404600939,-0.126719225,-0.066820931,0.393318005,0.907629004,-0.078349513,0.057692314,0.204188436,-0.170137765,0.08932381,-0.109587534,39.98
-2.729481972,3.312494563,-4.242710444,5.036985077,-0.376561161,-1.532461753,-3.449158503,1.856839319,-3.623333689,-5.653637686,3.942315826,-5.883724361,-1.347813737,-9.266120185,-2.459556325,-2.205644483,-5.709086805,-1.11393664,-1.556530212,0.164287793,0.727415064,-0.301431745,-0.502433327,-0.462308576,0.510682747,0.046664693,0.51464578,0.140998673,1
-3.140259538,3.367342309,-2.778931407,3.859700674,-1.159518363,-0.721552488,-4.195341543,-0.598345847,-2.870144772,-5.290610062,3.823762084,-7.492276169,-1.52436748,-8.527678622,-0.391214525,-6.18087991,-9.698839411,-4.818233341,-0.871581688,0.077781446,2.452338505,-0.292962575,-0.189330326,-0.166482104,0.038039624,-0.015476535,0.776691266,0.39755749,0.76
1.146259267,1.403458243,-4.159148191,2.660107057,-0.323216827,-1.836070894,-1.623740059,0.259562498,-1.13204415,-3.356473714,3.646477838,-3.002684156,-0.64750058,-5.945003313,0.174650037,-1.475639514,-3.082273525,0.224739755,-0.300930779,0.284830656,0.564449516,0.445743912,-0.141136197,-0.265517116,0.36225992,-0.416062098,0.507369853,0.243744114,51.37
-0.509942124,-3.125502265,0.204709,0.868625092,-1.605843494,1.194124871,0.147610083,0.303679649,0.853050091,-0.675251769,1.258137726,1.161559677,-0.548155435,-0.007934909,-0.378130308,-0.342627756,0.492282265,-0.81291085,-0.296947586,1.499997686,0.365656558,-0.546899878,-0.5878943,-0.189631288,-0.357562614,0.866969293,-0.160588744,0.139817851,828.55
0.877730065,-0.239041097,0.23725999,1.195692514,-0.281350899,-0.044365264,0.090755008,0.087827745,-0.19369151,0.144668147,1.388470551,0.597771811,-0.696419581,0.714807251,0.578399793,0.103591283,-0.404526871,0.087042588,-0.582807928,0.080356966,0.226492319,0.351675279,-0.207458209,0.023539412,0.497756927,-0.281333605,0.000189503,0.031419953,144
-0.818293981,1.115066732,0.859850761,-0.094426933,-0.007562942,0.203411231,0.013043645,0.863324318,-0.605398125,-0.615667653,1.53512983,0.142548635,-1.449270902,0.44027886,0.825887703,0.181711354,0.574612244,-0.324477119,-0.52164521,-0.13318156,-0.127769414,-0.479359678,0.120456271,-0.381036648,-0.362472219,0.121069515,0.137744099,0.01623475,9.72
-3.843009034,3.375110204,-5.492893197,6.136377643,2.797195461,-2.646162265,-1.668931064,-2.617552052,-3.945842603,-4.565252094,4.097216074,-5.450916439,-0.965692752,-10.90445887,0.526947764,-1.13975413,0.835639563,0.389774231,-1.439607976,0.054795567,-1.277811583,0.719652001,0.451125175,-0.258093651,0.656129467,0.556676326,0.739383213,-0.203049674,1
1.727780519,-0.371167269,-2.732702302,0.301408836,0.812311355,-1.303493744,1.319535091,-0.64514186,-0.220597948,0.017636845,0.811315663,1.439319784,0.764099694,0.94759657,-0.81518877,-0.896161462,-0.511888702,0.073536304,0.480118927,0.205457211,0.469869939,1.159669552,-0.480206583,-0.230267334,0.877658445,-0.220083116,-0.087341229,-0.05760294,204.37
-20.9069081,9.843153223,-19.94772605,6.155788648,-15.14201316,-2.239565648,-21.23446315,1.151795066,-8.739670371,-18.27116817,4.677349297,-9.583566437,1.035165824,-8.199690029,-0.326518882,-8.376438821,-18.48546032,-7.589973959,1.126640365,0.396654845,-1.977196194,0.652931885,-0.519776859,0.54170173,-0.053860761,0.112670774,-3.765371009,-1.071238312,1
-4.001753899,0.974763222,0.13384329,0.046463417,-0.226866217,-1.38942902,0.275689783,0.152493336,1.194751395,2.02305741,-0.347653763,-0.126325472,-0.257450386,-0.224499671,1.190253383,0.340138214,-0.416273866,-0.458151014,0.090595268,-0.623335328,-0.873138777,-0.529152215,1.01743754,0.360270309,0.387922416,0.105845548,0.437282752,-0.19816716,10.74
2.065314807,-0.089642258,-0.558921876,0.28186083,0.008321502,-0.083892301,-0.489884849,-0.160770953,2.500674249,-0.638065854,-0.457416592,-1.698107943,3.091646902,1.215126954,0.32130383,0.383322148,-0.316767015,0.392528932,-0.035240534,-0.184127313,-0.317893054,-0.459504619,0.227463079,-1.151009806,-0.225710673,-0.898665842,0.0420416,-0.041778648,2.12
1.11833066,2.074438871,-3.837518277,5.448059692,0.071815968,-1.020509228,-1.808574442,0.521743506,-2.032638249,-2.732791967,3.27407531,-3.541687479,-0.94682018,-7.555728941,-1.767005146,-0.642332574,-2.114429193,0.183327413,-1.177792507,0.163513485,0.289861124,-0.17271801,-0.021909518,-0.376560089,0.192817419,0.114107224,0.500995608,0.25953327,1
-0.715413746,0.608590313,1.15550089,-0.267565093,-0.563747541,-0.61889796,0.698307699,0.069836902,-0.133341031,-1.025335393,1.500629181,-0.417898027,-1.590295151,-1.074999041,0.288234298,1.377768509,0.223886854,1.311072675,-0.896071786,-0.186977993,0.130748608,0.239389294,-0.090227407,0.411572391,-0.216125966,0.353896329,-0.062361263,0.008433002,129
-4.517343753,2.500223904,-4.013927537,1.189451634,-2.486860636,-1.413475533,-4.245706623,1.265086948,1.16882779,-4.513906605,3.69471124,-6.110443233,-0.110521636,-4.184555281,-0.931034634,-1.614718326,-3.353180182,0.236762037,0.003896022,-1.05616226,1.326944222,0.102998961,0.508166904,-0.278017536,0.139721095,0.064610025,-0.972358289,0.351359561,2.27
1.204934242,3.238069511,-6.010324404,5.720846677,1.548399778,-2.321063516,-0.781880413,0.076619238,-2.976249051,-4.070256863,3.394152086,-4.547742185,-0.063634196,-10.51646521,0.053267384,0.204079529,0.462929331,0.841169059,-2.221383853,0.338160709,0.09834147,-0.84586592,-0.031227769,0.42114641,0.388361412,0.056034744,0.491827823,0.340846686,0
0.539275914,1.554889763,-2.066180333,3.241617463,0.184735711,0.028329559,-1.51552138,0.537035374,-1.999846036,-2.133176443,2.756171945,-2.242864368,0.615204247,-4.652803807,0.222163816,-0.77566602,-3.218618252,-0.370992501,-0.686196724,0.302734579,0.371773459,0.111954592,-0.305225079,-1.053835262,0.771174907,0.240878214,0.418434532,0.232169715,19.02
-5.60369028,5.222192708,-7.516829977,8.117724276,-2.756857953,-1.574564622,-6.33034325,2.998418881,-4.508166893,-7.334377084,7.188723965,-10.65518091,2.594679861,-10.24285908,-0.191158119,-5.50433407,-8.697777413,-1.934225362,1.958749932,0.227525995,1.242896206,0.428408392,-0.101183595,-0.520199121,-0.176937757,0.461449983,-0.106625181,-0.479661948,0
-5.344665375,-0.285760408,-3.835615782,5.337048027,-7.6099087,3.874668032,1.289629924,0.201741917,-3.003532437,-3.990551332,4.986013804,-6.116383223,0.042324406,-6.043393144,1.821401032,-4.745462468,-10.07564559,-3.604596016,1.43529381,-1.562162358,0.276010822,1.342044557,-1.016578695,-0.071361297,-0.335869335,0.441044176,1.52061262,-1.115936803,1402.16
-2.439236969,2.591458163,-2.84012565,1.28624391,-1.777016191,-1.436138771,-2.206056242,-2.282724858,-0.292885036,-3.717449929,3.907399128,-7.220003686,-1.211739346,-9.657626594,0.9275179,-4.738662343,-9.276635569,-3.081961081,0.177745635,0.513529865,1.774460092,-0.771389808,0.065726703,0.103915745,-0.057577926,0.242652461,-0.268649222,-0.743712586,125.3
-5.753851922,0.577609831,-6.312781518,5.159401364,-1.69831985,-2.68328644,-7.934389138,2.37354992,-3.073078869,-7.145136625,6.25006759,-9.150822685,-1.37614147,-9.982584707,1.202216968,-7.565042492,-13.69147445,-4.366867281,2.181422736,0.017500021,1.177852408,0.175331359,-1.211123321,-0.446891082,-0.405520353,-0.16579749,1.505515913,0.35949205,1
1.894622764,0.528068974,-1.127121179,3.415605928,0.973513903,0.504575427,0.24049588,0.002095725,-1.447365241,1.684502627,0.257197246,0.372849772,0.52695347,0.484198088,-0.988743778,1.242168556,-1.384571416,0.40195733,-1.28409558,-0.148008811,0.267186944,0.667498165,-0.000383078,0.282165133,0.179963217,0.101835293,-0.057768496,-0.053753178,32.72
-1.913381095,1.83979746,0.19351722,-0.846161668,-0.538217453,0.597866668,-1.131548439,1.72363829,-0.166954552,-1.32840343,0.234758501,1.024360711,0.981263936,-0.838486787,-0.071223698,1.689464901,0.235314302,1.36139509,-0.187182058,-0.002259949,0.038053007,-0.142641118,-0.184104036,-0.040923658,0.574256325,0.512690903,-0.214708041,-0.101020412,2.52
-17.53759168,12.35251867,-20.13461281,11.12277143,-14.57108014,-0.381622313,-23.92866103,-4.724921033,-8.603038097,-15.23183337,4.41705461,-12.89352021,-0.109628456,-3.547229894,-2.177823998,-10.40206833,-18.37201912,-8.314092312,2.435823486,1.925102596,-4.352213131,2.389040921,2.019127926,0.62719187,-1.085997212,-0.071803236,-3.838197904,-0.802564461,9.82
-0.786794107,0.349033796,-1.991299959,0.807417244,-2.503015058,1.52227589,4.350133726,-0.452477893,-0.837464111,-1.010574242,-1.550632489,0.162019452,1.032084748,0.398944451,-0.270812748,0.053118517,-0.538976747,-0.192983047,0.128207506,-0.099526937,-0.031781518,0.073590544,0.648504602,-0.712627076,-0.194546844,-0.738814173,0.206824785,-0.194959573,835
-15.0209806,8.075239752,-16.29809054,5.664820053,-11.91815337,-4.246957124,-14.71666755,9.435084321,-6.795398127,-15.12416281,6.037666229,-11.67672224,1.326978786,-12.38160589,-0.071639278,-9.48414337,-19.67188145,-7.643272821,1.169064418,-0.995786858,2.525115463,-0.832074337,-0.186116823,0.429780834,0.697102812,0.056031074,-1.31088762,-0.707402991,34.12
-1.278137735,0.71624158,-1.143279229,0.217804801,-1.29389047,-1.168951525,-2.564181983,0.204532468,-1.611154623,-1.250285537,3.367361023,-4.583095845,-0.806939684,-5.208305222,0.525823682,-1.815914313,-5.249111468,-2.196691207,2.109052645,0.817203155,0.490182668,0.470427403,-0.126261344,-0.126644459,-0.661907559,-0.349792997,0.454851068,0.137843477,24.9
-3.593476003,0.781442263,-1.822447514,0.605760683,-1.194655867,-0.517194857,-1.722523123,0.128889524,0.014963308,-2.85611683,1.61826162,-3.581374501,0.62370692,-6.16045662,0.494733399,-2.54310504,-5.301273391,-2.192712706,-0.094723793,-0.478219313,0.351792126,0.39124895,-0.252874891,-0.49804248,0.010172193,0.909928722,-1.478767246,0.722673039,101.5
-13.08651942,7.352148339,-18.25657611,10.64850545,-11.73147645,-3.659167406,-14.87365796,8.810472675,-5.418204072,-13.20257715,6.357227363,-15.53161118,0.659694875,-11.4123296,-2.447576074,-9.833743021,-18.17461743,-7.269904593,0.623796612,-1.376298409,2.761157059,-0.26616181,-0.412860725,0.519952216,-0.74390896,-0.167808225,-2.498300252,-0.711066152,30.31
1.905631177,0.041069364,-1.755576442,1.236421436,0.641102481,-0.60438333,0.643349152,-0.2970641,-0.125936986,0.386113501,0.528210845,1.202620511,0.275559664,0.612140952,-1.249402017,-0.466228055,-0.526996821,-0.11531047,0.1687789,-0.135171036,0.118958469,0.443501926,-0.108853741,-0.37198068,0.470914656,-0.494149574,-0.02540716,-0.064992446,62.26
-8.426814465,6.241658913,-9.946469745,8.199613932,-8.213093368,-2.522046051,-11.64302827,5.339500098,-7.051015828,-12.26532384,7.04773274,-13.74295284,0.821627223,-14.10746426,1.02047094,-11.84788719,-21.67398671,-7.784042475,3.204309217,0.563869353,2.427460374,0.692666548,0.020305167,0.499809093,0.467593622,0.48316197,1.19567087,0.19829435,88.23
-0.979998502,0.996494625,0.609029728,-1.424909977,-0.183017718,-0.275560888,-0.024614551,0.59415807,0.516576993,-0.563047526,0.41558224,1.271418338,0.540078435,0.034453736,-0.770189671,0.736140817,-1.009296325,0.241555575,-0.433582492,-0.053814064,-0.115660438,-0.281986148,0.029360157,-0.421377048,-0.382625849,-0.402775811,0.167666148,0.077603828,6.16
-2.923826664,1.524837164,-3.018758033,3.289291475,-5.755542374,2.218276303,-0.509995432,-3.569443569,-1.016591689,-4.320535776,1.277202265,-3.701749667,-0.971869594,-4.857776672,0.090605522,-2.80150199,-4.186807537,-1.648406094,1.176445598,-0.447039407,-0.511656805,-0.122724086,-4.288638999,0.563796658,-0.94945135,-0.204532177,1.510206487,-0.324706013,1354.25
-10.94073911,6.261585851,-14.18233878,7.183602086,-9.951363344,-3.860820337,-13.54730219,7.096471646,-6.294029443,-13.60814316,7.127165321,-12.61100369,1.214556398,-13.90629682,1.514069906,-11.12573906,-19.71625731,-7.55278909,3.656787071,-0.088342082,2.267448261,-0.492029168,-0.239302866,0.45436821,-0.101611063,0.446996733,0.062292647,-0.4397699,45.49
1.917826531,0.951966571,-2.059205513,3.833997712,1.668192191,0.769825697,0.232463057,0.107940567,-1.143645689,0.541699243,0.30197723,0.257697091,0.709147652,-2.420715975,-1.997740181,1.50669615,0.799832475,1.162764262,-1.150627357,-0.115922318,0.015255354,0.239994342,-0.111915985,-0.38057589,0.370994789,0.189116547,-0.005823281,-0.012105091,9.21
-1.617039439,-1.059260739,3.158173238,-1.962415141,-0.12563512,-1.621806453,-0.98637198,0.120663325,-0.887591848,-0.434164403,0.01961533,0.02853669,1.387837554,-1.013816861,0.005389299,1.995575968,-0.501513156,-0.962220804,-1.598282216,0.342539999,0.62221962,1.330043563,-0.135605959,0.96805636,0.482919119,-0.321782358,0.011445418,0.094820974,9.99
-27.84818067,15.59819266,-28.92375595,6.418441747,-20.34622816,-4.828202466,-19.21089642,18.32940553,-3.668734939,-8.009159386,4.303095818,-6.008660007,1.138968829,-5.58044712,-0.110737116,-5.491073262,-11.5885436,-4.715420171,0.734573493,1.697856263,1.802149134,-2.062934276,-1.269843436,0.165409188,1.999499113,-0.211058522,1.324809493,0.388090178,99.99
2.209815035,-1.656109248,-1.038692516,-1.572602038,-1.298484105,-0.391604124,-1.239978435,-0.073794847,-0.891907013,1.568161411,-1.533462034,-1.606630685,-0.795852466,-0.256501508,0.090548873,-0.317434894,0.412892003,0.257036926,-0.068091306,-0.374240124,-0.166583033,-0.171378496,0.220131676,0.41887393,-0.2575463,-0.196436735,-0.003000749,-0.035815293,70
-3.821938801,5.667247309,-9.244963458,8.246146934,-4.368286087,-3.450734518,-8.427378029,2.305608505,-5.338079184,-12.01116088,8.621255081,-18.68371463,-0.962073428,-15.29765619,-2.414132123,-12.10560225,-21.33819509,-8.045435716,0.156015033,1.115246889,1.990519705,0.083353322,-0.062263553,0.390187802,0.329883884,0.098017083,1.869570163,1.000849563,75.86
1.878230031,1.325629574,-2.333468993,4.233151214,1.355183996,-0.853508247,0.716025068,-0.164909789,-1.502344505,0.259411077,1.451237548,-0.280523277,-0.756794072,-2.757556767,-1.706285018,1.587460391,1.929349691,1.189432903,-1.530162326,-0.226108021,-0.15213079,-0.360735866,0.043414406,-0.242379536,0.171097766,-0.002600988,-0.026666567,0.005237667,7.06
-0.092260932,0.742404511,-0.655262138,-0.721975431,1.056954126,-0.363238179,0.678042465,0.151794595,0.12589217,-0.484727415,0.256968687,-0.71930412,-2.146702508,-0.457327528,-0.655539704,0.749814599,0.068560918,0.683465081,0.255778901,-0.130645723,-0.335929988,-0.968036429,0.179330342,0.028516086,-0.447155311,0.121478546,0.085645305,0.04830755,1.78
2.204494723,-0.602302247,-2.29372718,-0.680646962,0.353051249,-0.533129567,0.093374565,-0.266146061,-0.998800967,1.140790636,0.026598679,0.034134536,-0.549988751,0.727381648,-1.017516603,-1.733931333,-0.242634252,1.334966653,-0.097303996,-0.597432141,-0.254336224,-0.202139757,0.0068434,0.221002006,0.270751775,0.809109503,-0.113480999,-0.088965503,20.51
1.121752095,0.016704404,0.248763779,1.221794657,-0.057173208,0.305838337,-0.115364089,0.224443452,0.250629393,0.077727908,0.645236429,0.41390791,-1.465671949,0.505863199,-0.625267922,-0.36796713,-0.031406119,-0.212625369,0.050784536,-0.228920412,-0.079778775,-0.117754877,-0.109458082,-0.322693775,0.628410135,-0.306742028,0.024888687,0.001728336,19.93
2.062066693,0.022794506,-1.04006996,0.408876722,-0.058218445,-1.194963125,0.253771295,-0.393106072,0.387745544,0.043492514,-0.560648874,0.979513147,1.074004982,0.074696826,-0.071597309,-0.155221729,-0.342623772,-0.996604877,0.135877573,-0.159515653,-0.276939509,-0.614707924,0.329013767,0.074013275,-0.265417468,0.191973389,-0.064144004,-0.057641989,1.98
1.155551234,-1.101267519,-0.305631341,-0.778856464,-0.381772071,0.594897407,-0.531349129,0.151419105,-0.614296672,0.59585941,0.156744144,-0.315045997,-0.51776087,-0.097784442,-0.844046459,0.760601097,0.364469361,-1.222312682,1.271286414,0.274289744,0.124286876,0.153519256,-0.33501881,-1.116803503,0.671235657,-0.072233857,-0.010995272,0.003616732,136.3
